,Element,Episode,Title,Included,Type_of_element,Category_of_element,HasLocation
24761,Mountain,S29E06,MOUNTAIN LAKE FALLS,1,Topography,Landscape,1
24762,Night,S29E06,MOUNTAIN LAKE FALLS,0,Time_of_day,Time_and_atmosphere,0
24763,Ocean,S29E06,MOUNTAIN LAKE FALLS,0,Water,Landscape,1
24764,Oval Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24765,Palm Trees,S29E06,MOUNTAIN LAKE FALLS,0,Vegetation,Landscape,1
24766,Path,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24767,Person,S29E06,MOUNTAIN LAKE FALLS,0,Person,Human,0
24768,Portrait,S29E06,MOUNTAIN LAKE FALLS,0,Painting_type,Human,0
24769,Rectangle 3D Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24770,Rectangular Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24771,River,S29E06,MOUNTAIN LAKE FALLS,1,Water,Landscape,1
24772,Rocks,S29E06,MOUNTAIN LAKE FALLS,0,Rocks,Landscape,1
24773,Seashell Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24774,Snowy Mountain,S29E06,MOUNTAIN LAKE FALLS,1,Topography,Landscape,1
24775,Snow,S29E06,MOUNTAIN LAKE FALLS,0,Season_and_weather,Time_and_atmosphere,1
24776,Split Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24777,Steve Ross,S29E06,MOUNTAIN LAKE FALLS,0,Painted_by_a_guest,Execution,0
24778,Structure,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24779,SUN,S29E06,MOUNTAIN LAKE FALLS,0,Sky,Landscape,0
24780,Tomb Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24781,Trees,S29E06,MOUNTAIN LAKE FALLS,1,Vegetation,Landscape,1
24782,Tree,S29E06,MOUNTAIN LAKE FALLS,1,Vegetation,Landscape,1
24783,Triple Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24784,Waterfall,S29E06,MOUNTAIN LAKE FALLS,1,Water,Landscape,1
24785,Waves,S29E06,MOUNTAIN LAKE FALLS,0,Water,Landscape,1
24786,Windmill,S29E06,MOUNTAIN LAKE FALLS,0,Human_built,Human,1
24787,Window Frame,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24788,Winter,S29E06,MOUNTAIN LAKE FALLS,0,Season_and_weather,Time_and_atmosphere,0
24789,Wood Framed,S29E06,MOUNTAIN LAKE FALLS,0,Frame,Execution,0
24790,Apple Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24791,Aurora Borealis,S29E07,CYPRESS CREEK,0,Sky,Landscape,1
24792,Barn,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24793,Beach,S29E07,CYPRESS CREEK,0,Water,Landscape,1
24794,Boat,S29E07,CYPRESS CREEK,0,Human_presence,Human,1
24795,Bridge,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24796,Building,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24797,Bushes,S29E07,CYPRESS CREEK,0,Vegetation,Landscape,1
24798,Cabin,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24799,Cactus,S29E07,CYPRESS CREEK,0,Vegetation,Landscape,1
24800,Circle Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24801,Cirrus,S29E07,CYPRESS CREEK,0,Sky,Landscape,0
24802,Cliff,S29E07,CYPRESS CREEK,0,Topography,Landscape,1
24803,Clouds,S29E07,CYPRESS CREEK,0,Sky,Landscape,0
24804,Conifer,S29E07,CYPRESS CREEK,0,Vegetation,Landscape,1
24805,Cumulus,S29E07,CYPRESS CREEK,0,Sky,Landscape,0
24806,Deciduous,S29E07,CYPRESS CREEK,1,Vegetation,Landscape,1
24807,Diane Andre,S29E07,CYPRESS CREEK,0,Painted_by_a_guest,Execution,0
24808,Dock,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24809,Double Oval Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24810,Farm,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24811,Fence,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24812,Fire,S29E07,CYPRESS CREEK,0,Human_presence,Human,0
24813,Florida Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24814,Flowers,S29E07,CYPRESS CREEK,0,Vegetation,Landscape,1
24815,FOG,S29E07,CYPRESS CREEK,0,Season_and_weather,Time_and_atmosphere,1
24816,Framed,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24817,Grass,S29E07,CYPRESS CREEK,1,Vegetation,Landscape,1
24818,Guest,S29E07,CYPRESS CREEK,0,Painted_by_a_guest,Execution,0
24819,Half Circle Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24820,Half Oval Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24821,Hills,S29E07,CYPRESS CREEK,0,Topography,Landscape,1
24822,Lakes,S29E07,CYPRESS CREEK,0,Water,Landscape,1
24823,Lake,S29E07,CYPRESS CREEK,0,Water,Landscape,1
24824,Lighthouse,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24825,Mill,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24826,Moon,S29E07,CYPRESS CREEK,0,Sky,Landscape,0
24827,Mountains,S29E07,CYPRESS CREEK,0,Topography,Landscape,1
24828,Mountain,S29E07,CYPRESS CREEK,0,Topography,Landscape,1
24829,Night,S29E07,CYPRESS CREEK,0,Time_of_day,Time_and_atmosphere,0
24830,Ocean,S29E07,CYPRESS CREEK,0,Water,Landscape,1
24831,Oval Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24832,Palm Trees,S29E07,CYPRESS CREEK,0,Vegetation,Landscape,1
24833,Path,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24834,Person,S29E07,CYPRESS CREEK,0,Person,Human,0
24835,Portrait,S29E07,CYPRESS CREEK,0,Painting_type,Human,0
24836,Rectangle 3D Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24837,Rectangular Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24838,River,S29E07,CYPRESS CREEK,1,Water,Landscape,1
24839,Rocks,S29E07,CYPRESS CREEK,0,Rocks,Landscape,1
24840,Seashell Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24841,Snowy Mountain,S29E07,CYPRESS CREEK,0,Topography,Landscape,1
24842,Snow,S29E07,CYPRESS CREEK,0,Season_and_weather,Time_and_atmosphere,1
24843,Split Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24844,Steve Ross,S29E07,CYPRESS CREEK,0,Painted_by_a_guest,Execution,0
24845,Structure,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24846,SUN,S29E07,CYPRESS CREEK,0,Sky,Landscape,0
24847,Tomb Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24848,Trees,S29E07,CYPRESS CREEK,1,Vegetation,Landscape,1
24849,Tree,S29E07,CYPRESS CREEK,1,Vegetation,Landscape,1
24850,Triple Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24851,Waterfall,S29E07,CYPRESS CREEK,0,Water,Landscape,1
24852,Waves,S29E07,CYPRESS CREEK,0,Water,Landscape,1
24853,Windmill,S29E07,CYPRESS CREEK,0,Human_built,Human,1
24854,Window Frame,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24855,Winter,S29E07,CYPRESS CREEK,0,Season_and_weather,Time_and_atmosphere,0
24856,Wood Framed,S29E07,CYPRESS CREEK,0,Frame,Execution,0
24857,Apple Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24858,Aurora Borealis,S29E08,TRAPPER'S CABIN,0,Sky,Landscape,1
24859,Barn,S29E08,TRAPPER'S CABIN,0,Human_built,Human,1
24860,Beach,S29E08,TRAPPER'S CABIN,0,Water,Landscape,1
24861,Boat,S29E08,TRAPPER'S CABIN,0,Human_presence,Human,1
24862,Bridge,S29E08,TRAPPER'S CABIN,0,Human_built,Human,1
24863,Building,S29E08,TRAPPER'S CABIN,0,Human_built,Human,1
24864,Bushes,S29E08,TRAPPER'S CABIN,1,Vegetation,Landscape,1
24865,Cabin,S29E08,TRAPPER'S CABIN,1,Human_built,Human,1
24866,Cactus,S29E08,TRAPPER'S CABIN,0,Vegetation,Landscape,1
24867,Circle Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24868,Cirrus,S29E08,TRAPPER'S CABIN,0,Sky,Landscape,0
24869,Cliff,S29E08,TRAPPER'S CABIN,0,Topography,Landscape,1
24870,Clouds,S29E08,TRAPPER'S CABIN,0,Sky,Landscape,0
24871,Conifer,S29E08,TRAPPER'S CABIN,1,Vegetation,Landscape,1
24872,Cumulus,S29E08,TRAPPER'S CABIN,0,Sky,Landscape,0
24873,Deciduous,S29E08,TRAPPER'S CABIN,1,Vegetation,Landscape,1
24874,Diane Andre,S29E08,TRAPPER'S CABIN,0,Painted_by_a_guest,Execution,0
24875,Dock,S29E08,TRAPPER'S CABIN,0,Human_built,Human,1
24876,Double Oval Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24877,Farm,S29E08,TRAPPER'S CABIN,0,Human_built,Human,1
24878,Fence,S29E08,TRAPPER'S CABIN,0,Human_built,Human,1
24879,Fire,S29E08,TRAPPER'S CABIN,0,Human_presence,Human,0
24880,Florida Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24881,Flowers,S29E08,TRAPPER'S CABIN,0,Vegetation,Landscape,1
24882,FOG,S29E08,TRAPPER'S CABIN,0,Season_and_weather,Time_and_atmosphere,1
24883,Framed,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24884,Grass,S29E08,TRAPPER'S CABIN,0,Vegetation,Landscape,1
24885,Guest,S29E08,TRAPPER'S CABIN,0,Painted_by_a_guest,Execution,0
24886,Half Circle Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24887,Half Oval Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24888,Hills,S29E08,TRAPPER'S CABIN,0,Topography,Landscape,1
24889,Lakes,S29E08,TRAPPER'S CABIN,0,Water,Landscape,1
24890,Lake,S29E08,TRAPPER'S CABIN,1,Water,Landscape,1
24891,Lighthouse,S29E08,TRAPPER'S CABIN,0,Human_built,Human,1
24892,Mill,S29E08,TRAPPER'S CABIN,0,Human_built,Human,1
24893,Moon,S29E08,TRAPPER'S CABIN,0,Sky,Landscape,0
24894,Mountains,S29E08,TRAPPER'S CABIN,1,Topography,Landscape,1
24895,Mountain,S29E08,TRAPPER'S CABIN,1,Topography,Landscape,1
24896,Night,S29E08,TRAPPER'S CABIN,0,Time_of_day,Time_and_atmosphere,0
24897,Ocean,S29E08,TRAPPER'S CABIN,0,Water,Landscape,1
24898,Oval Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24899,Palm Trees,S29E08,TRAPPER'S CABIN,0,Vegetation,Landscape,1
24900,Path,S29E08,TRAPPER'S CABIN,0,Human_built,Human,1
24901,Person,S29E08,TRAPPER'S CABIN,0,Person,Human,0
24902,Portrait,S29E08,TRAPPER'S CABIN,0,Painting_type,Human,0
24903,Rectangle 3D Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24904,Rectangular Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24905,River,S29E08,TRAPPER'S CABIN,0,Water,Landscape,1
24906,Rocks,S29E08,TRAPPER'S CABIN,0,Rocks,Landscape,1
24907,Seashell Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24908,Snowy Mountain,S29E08,TRAPPER'S CABIN,0,Topography,Landscape,1
24909,Snow,S29E08,TRAPPER'S CABIN,0,Season_and_weather,Time_and_atmosphere,1
24910,Split Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24911,Steve Ross,S29E08,TRAPPER'S CABIN,0,Painted_by_a_guest,Execution,0
24912,Structure,S29E08,TRAPPER'S CABIN,1,Human_built,Human,1
24913,SUN,S29E08,TRAPPER'S CABIN,0,Sky,Landscape,0
24914,Tomb Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24915,Trees,S29E08,TRAPPER'S CABIN,1,Vegetation,Landscape,1
24916,Tree,S29E08,TRAPPER'S CABIN,1,Vegetation,Landscape,1
24917,Triple Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24918,Waterfall,S29E08,TRAPPER'S CABIN,0,Water,Landscape,1
24919,Waves,S29E08,TRAPPER'S CABIN,0,Water,Landscape,1
24920,Windmill,S29E08,TRAPPER'S CABIN,0,Human_built,Human,1
24921,Window Frame,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24922,Winter,S29E08,TRAPPER'S CABIN,0,Season_and_weather,Time_and_atmosphere,0
24923,Wood Framed,S29E08,TRAPPER'S CABIN,0,Frame,Execution,0
24924,Apple Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24925,Aurora Borealis,S29E09,STORM ON THE HORIZON,0,Sky,Landscape,1
24926,Barn,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24927,Beach,S29E09,STORM ON THE HORIZON,1,Water,Landscape,1
24928,Boat,S29E09,STORM ON THE HORIZON,0,Human_presence,Human,1
24929,Bridge,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24930,Building,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24931,Bushes,S29E09,STORM ON THE HORIZON,0,Vegetation,Landscape,1
24932,Cabin,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24933,Cactus,S29E09,STORM ON THE HORIZON,0,Vegetation,Landscape,1
24934,Circle Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24935,Cirrus,S29E09,STORM ON THE HORIZON,0,Sky,Landscape,0
24936,Cliff,S29E09,STORM ON THE HORIZON,0,Topography,Landscape,1
24937,Clouds,S29E09,STORM ON THE HORIZON,1,Sky,Landscape,0
24938,Conifer,S29E09,STORM ON THE HORIZON,0,Vegetation,Landscape,1
24939,Cumulus,S29E09,STORM ON THE HORIZON,0,Sky,Landscape,0
24940,Deciduous,S29E09,STORM ON THE HORIZON,0,Vegetation,Landscape,1
24941,Diane Andre,S29E09,STORM ON THE HORIZON,0,Painted_by_a_guest,Execution,0
24942,Dock,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24943,Double Oval Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24944,Farm,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24945,Fence,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24946,Fire,S29E09,STORM ON THE HORIZON,0,Human_presence,Human,0
24947,Florida Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24948,Flowers,S29E09,STORM ON THE HORIZON,0,Vegetation,Landscape,1
24949,FOG,S29E09,STORM ON THE HORIZON,0,Season_and_weather,Time_and_atmosphere,1
24950,Framed,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24951,Grass,S29E09,STORM ON THE HORIZON,1,Vegetation,Landscape,1
24952,Guest,S29E09,STORM ON THE HORIZON,0,Painted_by_a_guest,Execution,0
24953,Half Circle Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24954,Half Oval Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24955,Hills,S29E09,STORM ON THE HORIZON,0,Topography,Landscape,1
24956,Lakes,S29E09,STORM ON THE HORIZON,0,Water,Landscape,1
24957,Lake,S29E09,STORM ON THE HORIZON,0,Water,Landscape,1
24958,Lighthouse,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24959,Mill,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24960,Moon,S29E09,STORM ON THE HORIZON,0,Sky,Landscape,0
24961,Mountains,S29E09,STORM ON THE HORIZON,0,Topography,Landscape,1
24962,Mountain,S29E09,STORM ON THE HORIZON,0,Topography,Landscape,1
24963,Night,S29E09,STORM ON THE HORIZON,0,Time_of_day,Time_and_atmosphere,0
24964,Ocean,S29E09,STORM ON THE HORIZON,1,Water,Landscape,1
24965,Oval Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24966,Palm Trees,S29E09,STORM ON THE HORIZON,1,Vegetation,Landscape,1
24967,Path,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24968,Person,S29E09,STORM ON THE HORIZON,0,Person,Human,0
24969,Portrait,S29E09,STORM ON THE HORIZON,0,Painting_type,Human,0
24970,Rectangle 3D Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24971,Rectangular Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24972,River,S29E09,STORM ON THE HORIZON,0,Water,Landscape,1
24973,Rocks,S29E09,STORM ON THE HORIZON,1,Rocks,Landscape,1
24974,Seashell Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24975,Snowy Mountain,S29E09,STORM ON THE HORIZON,0,Topography,Landscape,1
24976,Snow,S29E09,STORM ON THE HORIZON,0,Season_and_weather,Time_and_atmosphere,1
24977,Split Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24978,Steve Ross,S29E09,STORM ON THE HORIZON,0,Painted_by_a_guest,Execution,0
24979,Structure,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24980,SUN,S29E09,STORM ON THE HORIZON,0,Sky,Landscape,0
24981,Tomb Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24982,Trees,S29E09,STORM ON THE HORIZON,0,Vegetation,Landscape,1
24983,Tree,S29E09,STORM ON THE HORIZON,0,Vegetation,Landscape,1
24984,Triple Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24985,Waterfall,S29E09,STORM ON THE HORIZON,0,Water,Landscape,1
24986,Waves,S29E09,STORM ON THE HORIZON,1,Water,Landscape,1
24987,Windmill,S29E09,STORM ON THE HORIZON,0,Human_built,Human,1
24988,Window Frame,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24989,Winter,S29E09,STORM ON THE HORIZON,0,Season_and_weather,Time_and_atmosphere,0
24990,Wood Framed,S29E09,STORM ON THE HORIZON,0,Frame,Execution,0
24991,Apple Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
24992,Aurora Borealis,S29E10,POT 'O POSIES,0,Sky,Landscape,1
24993,Barn,S29E10,POT 'O POSIES,0,Human_built,Human,1
24994,Beach,S29E10,POT 'O POSIES,0,Water,Landscape,1
24995,Boat,S29E10,POT 'O POSIES,0,Human_presence,Human,1
24996,Bridge,S29E10,POT 'O POSIES,0,Human_built,Human,1
24997,Building,S29E10,POT 'O POSIES,0,Human_built,Human,1
24998,Bushes,S29E10,POT 'O POSIES,0,Vegetation,Landscape,1
24999,Cabin,S29E10,POT 'O POSIES,0,Human_built,Human,1
25000,Cactus,S29E10,POT 'O POSIES,0,Vegetation,Landscape,1
25001,Circle Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25002,Cirrus,S29E10,POT 'O POSIES,0,Sky,Landscape,0
25003,Cliff,S29E10,POT 'O POSIES,0,Topography,Landscape,1
25004,Clouds,S29E10,POT 'O POSIES,0,Sky,Landscape,0
25005,Conifer,S29E10,POT 'O POSIES,0,Vegetation,Landscape,1
25006,Cumulus,S29E10,POT 'O POSIES,0,Sky,Landscape,0
25007,Deciduous,S29E10,POT 'O POSIES,0,Vegetation,Landscape,1
25008,Diane Andre,S29E10,POT 'O POSIES,0,Painted_by_a_guest,Execution,0
25009,Dock,S29E10,POT 'O POSIES,0,Human_built,Human,1
25010,Double Oval Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25011,Farm,S29E10,POT 'O POSIES,0,Human_built,Human,1
25012,Fence,S29E10,POT 'O POSIES,0,Human_built,Human,1
25013,Fire,S29E10,POT 'O POSIES,0,Human_presence,Human,0
25014,Florida Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25015,Flowers,S29E10,POT 'O POSIES,1,Vegetation,Landscape,1
25016,FOG,S29E10,POT 'O POSIES,0,Season_and_weather,Time_and_atmosphere,1
25017,Framed,S29E10,POT 'O POSIES,0,Frame,Execution,0
25018,Grass,S29E10,POT 'O POSIES,0,Vegetation,Landscape,1
25019,Guest,S29E10,POT 'O POSIES,1,Painted_by_a_guest,Execution,0
25020,Half Circle Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25021,Half Oval Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25022,Hills,S29E10,POT 'O POSIES,0,Topography,Landscape,1
25023,Lakes,S29E10,POT 'O POSIES,0,Water,Landscape,1
25024,Lake,S29E10,POT 'O POSIES,0,Water,Landscape,1
25025,Lighthouse,S29E10,POT 'O POSIES,0,Human_built,Human,1
25026,Mill,S29E10,POT 'O POSIES,0,Human_built,Human,1
25027,Moon,S29E10,POT 'O POSIES,0,Sky,Landscape,0
25028,Mountains,S29E10,POT 'O POSIES,0,Topography,Landscape,1
25029,Mountain,S29E10,POT 'O POSIES,0,Topography,Landscape,1
25030,Night,S29E10,POT 'O POSIES,0,Time_of_day,Time_and_atmosphere,0
25031,Ocean,S29E10,POT 'O POSIES,0,Water,Landscape,1
25032,Oval Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25033,Palm Trees,S29E10,POT 'O POSIES,0,Vegetation,Landscape,1
25034,Path,S29E10,POT 'O POSIES,0,Human_built,Human,1
25035,Person,S29E10,POT 'O POSIES,0,Person,Human,0
25036,Portrait,S29E10,POT 'O POSIES,0,Painting_type,Human,0
25037,Rectangle 3D Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25038,Rectangular Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25039,River,S29E10,POT 'O POSIES,0,Water,Landscape,1
25040,Rocks,S29E10,POT 'O POSIES,0,Rocks,Landscape,1
25041,Seashell Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25042,Snowy Mountain,S29E10,POT 'O POSIES,0,Topography,Landscape,1
25043,Snow,S29E10,POT 'O POSIES,0,Season_and_weather,Time_and_atmosphere,1
25044,Split Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25045,Steve Ross,S29E10,POT 'O POSIES,0,Painted_by_a_guest,Execution,0
25046,Structure,S29E10,POT 'O POSIES,0,Human_built,Human,1
25047,SUN,S29E10,POT 'O POSIES,0,Sky,Landscape,0
25048,Tomb Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25049,Trees,S29E10,POT 'O POSIES,0,Vegetation,Landscape,1
25050,Tree,S29E10,POT 'O POSIES,0,Vegetation,Landscape,1
25051,Triple Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25052,Waterfall,S29E10,POT 'O POSIES,0,Water,Landscape,1
25053,Waves,S29E10,POT 'O POSIES,0,Water,Landscape,1
25054,Windmill,S29E10,POT 'O POSIES,0,Human_built,Human,1
25055,Window Frame,S29E10,POT 'O POSIES,0,Frame,Execution,0
25056,Winter,S29E10,POT 'O POSIES,0,Season_and_weather,Time_and_atmosphere,0
25057,Wood Framed,S29E10,POT 'O POSIES,0,Frame,Execution,0
25058,Apple Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25059,Aurora Borealis,S29E11,PERFECT WINTER'S DAY,0,Sky,Landscape,1
25060,Barn,S29E11,PERFECT WINTER'S DAY,0,Human_built,Human,1
25061,Beach,S29E11,PERFECT WINTER'S DAY,0,Water,Landscape,1
25062,Boat,S29E11,PERFECT WINTER'S DAY,0,Human_presence,Human,1
25063,Bridge,S29E11,PERFECT WINTER'S DAY,0,Human_built,Human,1
25064,Building,S29E11,PERFECT WINTER'S DAY,0,Human_built,Human,1
25065,Bushes,S29E11,PERFECT WINTER'S DAY,1,Vegetation,Landscape,1
25066,Cabin,S29E11,PERFECT WINTER'S DAY,1,Human_built,Human,1
25067,Cactus,S29E11,PERFECT WINTER'S DAY,0,Vegetation,Landscape,1
25068,Circle Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25069,Cirrus,S29E11,PERFECT WINTER'S DAY,0,Sky,Landscape,0
25070,Cliff,S29E11,PERFECT WINTER'S DAY,0,Topography,Landscape,1
25071,Clouds,S29E11,PERFECT WINTER'S DAY,1,Sky,Landscape,0
25072,Conifer,S29E11,PERFECT WINTER'S DAY,1,Vegetation,Landscape,1
25073,Cumulus,S29E11,PERFECT WINTER'S DAY,0,Sky,Landscape,0
25074,Deciduous,S29E11,PERFECT WINTER'S DAY,0,Vegetation,Landscape,1
25075,Diane Andre,S29E11,PERFECT WINTER'S DAY,0,Painted_by_a_guest,Execution,0
25076,Dock,S29E11,PERFECT WINTER'S DAY,0,Human_built,Human,1
25077,Double Oval Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25078,Farm,S29E11,PERFECT WINTER'S DAY,0,Human_built,Human,1
25079,Fence,S29E11,PERFECT WINTER'S DAY,0,Human_built,Human,1
25080,Fire,S29E11,PERFECT WINTER'S DAY,0,Human_presence,Human,0
25081,Florida Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25082,Flowers,S29E11,PERFECT WINTER'S DAY,0,Vegetation,Landscape,1
25083,FOG,S29E11,PERFECT WINTER'S DAY,0,Season_and_weather,Time_and_atmosphere,1
25084,Framed,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25085,Grass,S29E11,PERFECT WINTER'S DAY,0,Vegetation,Landscape,1
25086,Guest,S29E11,PERFECT WINTER'S DAY,0,Painted_by_a_guest,Execution,0
25087,Half Circle Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25088,Half Oval Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25089,Hills,S29E11,PERFECT WINTER'S DAY,0,Topography,Landscape,1
25090,Lakes,S29E11,PERFECT WINTER'S DAY,0,Water,Landscape,1
25091,Lake,S29E11,PERFECT WINTER'S DAY,0,Water,Landscape,1
25092,Lighthouse,S29E11,PERFECT WINTER'S DAY,0,Human_built,Human,1
25093,Mill,S29E11,PERFECT WINTER'S DAY,0,Human_built,Human,1
25094,Moon,S29E11,PERFECT WINTER'S DAY,0,Sky,Landscape,0
25095,Mountains,S29E11,PERFECT WINTER'S DAY,0,Topography,Landscape,1
25096,Mountain,S29E11,PERFECT WINTER'S DAY,1,Topography,Landscape,1
25097,Night,S29E11,PERFECT WINTER'S DAY,0,Time_of_day,Time_and_atmosphere,0
25098,Ocean,S29E11,PERFECT WINTER'S DAY,0,Water,Landscape,1
25099,Oval Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25100,Palm Trees,S29E11,PERFECT WINTER'S DAY,0,Vegetation,Landscape,1
25101,Path,S29E11,PERFECT WINTER'S DAY,0,Human_built,Human,1
25102,Person,S29E11,PERFECT WINTER'S DAY,0,Person,Human,0
25103,Portrait,S29E11,PERFECT WINTER'S DAY,0,Painting_type,Human,0
25104,Rectangle 3D Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25105,Rectangular Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25106,River,S29E11,PERFECT WINTER'S DAY,0,Water,Landscape,1
25107,Rocks,S29E11,PERFECT WINTER'S DAY,0,Rocks,Landscape,1
25108,Seashell Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
25109,Snowy Mountain,S29E11,PERFECT WINTER'S DAY,1,Topography,Landscape,1
25110,Snow,S29E11,PERFECT WINTER'S DAY,1,Season_and_weather,Time_and_atmosphere,1
25111,Split Frame,S29E11,PERFECT WINTER'S DAY,0,Frame,Execution,0
